SKU,Price API,Price Shopify,Quantity
P35120,6.93,9.76,0
P35122,20.8,28.90,0
P35126,26.19,36.34,0
P35150,20.93,29.08,5
P35164,4.7,6.69,5
P35166,4.7,6.69,10
P35170,14.46,20.15,9
P35172,6.1,8.62,3
P35173,3.81,5.46,0
P35174,4.87,6.92,0
P35187,19.27,26.79,0
P35188,11.76,16.43,50
P35190,17.97,25.00,0
P35193,10.09,14.12,0
P35196,14.89,20.75,9
P35220,20.62,28.66,10
P35221,18.09,25.16,9
P35225,10.86,15.19,10
P35230,13.73,19.15,0
P35231,10.72,14.99,10
P35251,7.34,10.33,10
P35258,19.17,26.65,10
P35263,15.0,20.90,0
P35264,19.16,26.64,0
P35265,9.13,12.80,10
P35266,12.03,16.80,9
P35269,17.21,23.95,10
P35274,10.72,14.99,0
P35281,13.93,19.42,10
P35286,10.01,14.01,4
P35287,14.94,20.82,10
P35288,7.41,10.43,9
P35293,6.88,9.69,10
P35294,12.29,17.16,10
P35298,16.22,22.58,4
P35300,8.42,11.82,10
P35301,30.06,41.68,10
P35303,20.56,28.57,10
P35304,16.22,22.58,0
P35306,23.24,32.27,10
P35308,22.09,30.68,10
P35310,10.53,14.73,1
P35311,9.16,12.84,0
P35312,10.74,15.02,0
P35314,8.06,11.32,10
P35320,8.58,12.04,9
P35322,9.75,13.65,10
P35324,16.97,23.62,10
P35326,11.27,15.75,10
P35329,25.42,35.28,8
P35330,30.36,42.10,10
P35331,16.19,22.54,10
P35332,45.12,62.47,100
P35335,11.11,15.53,8
P35336,13.2,18.42,10
P35340,20.52,28.52,50
P35341,23.81,33.06,0
P35343,6.34,8.95,4
P35344,15.44,21.51,0
P35346,6.86,9.67,1
P35347,12.79,17.85,10
P35355,9.57,13.41,6
P35403,10.38,14.52,50
P35415,11.84,16.54,10
P35416,11.84,16.54,10
P35418,11.84,16.54,8
P35419,24.42,33.90,0
P35425,51.1,70.72,0
P35426,38.36,53.14,10
P35427,38.36,53.14,10
P35434,11.5,16.07,50
P35442,42.56,58.93,0
P35443,20.85,28.97,8
P35470,16.74,23.30,10
P35473,8.9,12.48,0
P35475,18.65,25.94,10
P35476,18.47,25.69,50
P35479,5.51,7.80,50
P35481,14.71,20.50,50
P35482,8.37,11.75,100
P35483,17.64,24.54,10
P35484,15.43,21.49,10
P35486,10.94,15.30,0
P35487,10.16,14.22,10
P35489,5.33,7.56,0
P35490,5.87,8.30,0
P35491,19.62,27.28,10
P35504,14.98,20.87,10
P35506,22.95,31.87,10
P35510,20.97,29.14,0
P35511,23.81,33.06,10
P35513,10.59,14.81,0
P35599,11.07,15.48,9
P35606,9.05,12.69,5
P35611,10.58,14.80,3
P35660,16.73,23.29,10
P35662,25.6,35.53,0
P35664,10.36,14.50,10
P35665,10.36,14.50,6
P35666,10.36,14.50,6
P35667,15.55,21.66,6
P35668,15.55,21.66,10
P35669,8.92,12.51,100
P35670,8.92,12.51,50
P35671,8.92,12.51,10
P35672,15.55,21.66,5
P35673,9.45,13.24,0
P35674,9.45,13.24,8
P35675,9.45,13.24,4
P35676,8.52,11.96,7
P35677,8.52,11.96,10
P35678,8.52,11.96,0
P35679,8.52,11.96,7
P35684,4.93,7.00,10
P35685,4.93,7.00,5
P35686,4.93,7.00,0
P35687,4.93,7.00,0
P35695,2.94,4.26,10
P35696,5.09,7.22,0
P35697,10.4,14.55,0
P35698,3.48,5.00,4
P35699,5.94,8.40,10
P35704,5.94,8.40,10
P35705,20.85,28.97,0
P35706,4.95,7.03,10
P35707,4.95,7.03,10
P35708,12.82,17.89,10
P35709,13.21,18.43,8
P35710,13.21,18.43,10
P35711,13.21,18.43,6
P35713,10.61,14.84,10
P35714,10.61,14.84,2
P35718,33.97,47.08,0
P35735,13.54,18.89,0
P35747,12.44,17.37,10
P35754,7.25,10.20,0
P35755,8.04,11.30,7
P35756,25.53,35.43,0
P35757,21.06,29.26,5
P35758,15.95,22.21,2
P35759,6.01,8.49,10
P35761,12.7,17.73,10
P35763,22.97,31.90,10
P35765,18.19,25.30,10
P35766,9.98,13.97,10
P35767,17.32,24.10,10
P35768,8.75,12.27,10
P35770,15.88,22.11,10
P35771,8.16,11.46,10
P35774,9.34,13.09,50
P35775,27.08,37.57,10
P35777,49.62,68.68,10
P35778,10.92,15.27,10
P35780,28.94,40.14,50
P35783,32.47,45.01,10
P35784,23.0,31.94,10
P35786,13.83,19.29,10
P35788,20.78,28.88,0
P35789,30.85,42.77,0
P35790,10.32,14.44,10
P35791,15.99,22.27,0
P35792,27.26,37.82,0
P35793,26.19,36.34,5
P35794,13.14,18.33,0
P35796,18.97,26.38,0
P35797,22.1,30.70,10
P35799,6.52,9.20,0
P35800,9.02,12.65,0
P35801,12.23,17.08,0
P35803,20.13,27.98,0
P35804,8.41,11.81,4
P35805,6.52,9.20,10
P35806,15.67,21.82,10
P35816,11.69,16.33,10
P35818,9.78,13.70,10
P35819,27.22,37.76,0
P35821,9.8,13.72,0
P35822,17.78,24.74,10
P35824,14.88,20.73,10
P35825,13.98,19.49,0
P35826,25.13,34.88,0
P35829,7.9,11.10,10
P35831,23.51,32.64,10
P35832,11.97,16.72,10
P35833,11.02,15.41,10
P35834,11.98,16.73,10
P35835,15.88,22.11,0
P35836,7.65,10.76,4
P35837,17.04,23.72,10
P35838,16.55,23.04,3
P35839,8.67,12.16,10
P35840,19.23,26.74,0
P35841,20.31,28.23,0
P35842,6.02,8.51,10
P35843,29.09,40.34,10
P35844,14.22,19.82,10
P35850,13.24,18.47,0
P35851,36.56,50.65,50
P35853,13.68,19.08,0
P35857,10.54,14.75,8
P35858,12.87,17.96,10
P35874,17.44,24.27,0
P35877,17.44,24.27,10
P35879,17.44,24.27,6
P35913,40.89,56.63,10
P35925,11.13,15.56,10
P35927,11.84,16.54,0
P35930,6.77,9.54,10
P35960,5.18,7.35,50
P35962,6.76,9.53,10
P35964,17.88,24.87,9
P35967,17.88,24.87,1
P35971,12.59,17.57,7
P35972,12.59,17.57,10
P35973,12.59,17.57,100
P35977,11.13,15.56,0
P35985,12.45,17.38,0
P35986,14.18,19.77,7
P35990,10.84,15.16,3
P35992,7.72,10.85,8
P35993,6.22,8.78,10
P35997,13.48,18.80,100
P36001,9.27,12.99,10
P36008,7.41,10.43,10
P36017,6.77,9.54,0
P36022,27.86,38.65,50
P36038,18.18,25.29,5
P36043,41.95,58.09,4
P36045,41.95,58.09,4
P36048,13.89,19.37,10
P36051,10.44,14.61,4
P36073,5.13,7.28,5
P36098,6.13,8.66,10
P36100,7.18,10.11,9
P36110,7.5,10.55,50
P36120,9.33,13.08,50
P36122,9.33,13.08,50
P36124,9.33,13.08,10
P36127,4.95,7.03,0
P36133,11.1,15.52,10
P36157,51.1,70.72,0
P36158,51.1,70.72,0
P36160,24.42,33.90,0
P36161,20.85,28.97,10
P36162,20.85,28.97,10
P36163,20.85,28.97,10
P36164,20.85,28.97,10
P36166,23.91,33.20,100
P36174,26.83,37.23,10
P36179,23.91,33.20,10
P36181,23.91,33.20,100
P36290,17.12,23.83,0
P36291,18.57,25.83,10
P36310,18.14,25.23,0
P36311,18.14,25.23,4
P36324,18.14,25.23,4
P36326,9.31,13.05,0
P36352,8.92,12.51,50
P36353,10.36,14.50,50
P36356,64.75,89.56,3
P36359,64.75,89.56,10
P36386,6.41,9.05,1
P36427,8.5,11.93,2
P36438,3.99,5.71,10
P36441,16.02,22.31,10
P36443,37.47,51.91,10
P36446,20.64,28.68,10
P36451,26.54,36.83,0
P36453,13.17,18.37,4
P36454,4.7,6.69,10
P36459,5.54,7.85,10
P36460,3.08,4.45,0
P36462,5.99,8.47,0
P36464,6.66,9.39,6
P36465,12.68,17.70,10
P36466,21.13,29.36,9
P36467,14.99,20.89,8
P36473,4.45,6.34,10
P36518,16.27,22.65,0
P36549,9.45,13.24,10
P36550,15.55,21.66,10
P36551,12.45,17.38,10
P36557,11.84,16.54,50
P36572,3.72,5.33,10
P36573,3.72,5.33,6
P36580,6.07,8.58,8
P36587,17.14,23.85,0
P36599,23.55,32.70,10
P36601,23.55,32.70,3
P36602,12.18,17.01,10
P36603,12.18,17.01,1
P36617,37.34,51.73,0
P36703,51.1,70.72,0
P36705,24.42,33.90,0
P36706,24.42,33.90,3
P36710,13.64,19.02,10
P36711,11.58,16.18,10
P36712,20.27,28.17,0
P36715,13.85,19.31,0
P36730,17.44,24.27,10
P36731,17.44,24.27,10
P36733,38.36,53.14,8
P36737,9.45,13.24,4
P36739,10.26,14.36,100
P36742,24.42,33.90,2
P36750,26.85,37.25,6
P36752,25.79,35.79,10
P36753,25.17,34.93,10
P36759,12.93,18.04,9
P36760,34.92,48.39,10
P36770,23.09,32.06,10
P36771,29.91,41.48,8
P36772,32.84,45.52,10
P36850,12.71,17.74,5
P36851,12.71,17.74,4
P36868,14.58,20.32,50
P36869,14.58,20.32,50
P36870,14.58,20.32,50
P36871,14.58,20.32,50
P36872,14.58,20.32,10
P36873,14.58,20.32,50
P36874,14.58,20.32,10
P36876,16.56,23.05,10
P36877,16.56,23.05,10
P36911,12.92,18.03,10
P36960,2.87,4.16,0
P36961,4.5,6.41,50
P36964,4.35,6.20,9
P36965,51.1,70.72,0
P36985,24.47,33.97,4
P36987,40.99,56.77,9
P37017,16.74,23.30,10
P37031,15.98,22.25,0
P37032,15.98,22.25,0
P37045,31.09,43.10,0
P37053,25.68,35.64,10
P37085,7.34,10.33,10
P37087,5.59,7.91,0
P37088,5.59,7.91,0
P37096,5.79,8.19,5
P37097,5.19,7.36,7
P37098,6.71,9.46,10
P37100,13.89,19.37,1
P37103,5.51,7.80,5
P37108,13.96,19.46,3
P37109,7.59,10.67,1
P37111,7.96,11.18,4
P37115,10.21,14.29,1
P37116,11.89,16.61,3
P37117,7.21,10.15,10
P37118,5.76,8.15,1
P37119,6.04,8.54,1
P37121,16.29,22.68,10
P37122,18.59,25.85,10
P37126,8.8,12.34,10
P37128,14.24,19.85,4
P37130,40.99,56.77,0
P37137,6.18,8.73,10
P37138,13.32,18.58,4
P37139,13.43,18.73,1
P37140,24.47,33.97,10
P37145,13.96,19.46,4
P37146,11.89,16.61,2
P37147,10.17,14.23,7
P37148,10.92,15.27,6
P37154,7.63,10.73,2
P37156,5.13,7.28,10
P37161,6.01,8.49,6
P37192,24.42,33.90,0
P37202,7.48,10.52,0
P37203,4.26,6.08,10
P37220,22.54,31.31,0
P37221,22.54,31.31,0
P37222,16.99,23.65,0
P37225,17.6,24.49,0
P37226,16.12,22.45,100
P37227,20.41,28.37,50
P37228,16.12,22.45,10
P37244,9.49,13.30,0
P37246,6.69,9.43,10
P37262,8.8,12.34,0
P37264,7.4,10.41,0
P37274,12.57,17.55,0
P37275,12.57,17.55,10
P37278,13.85,19.31,10
P37286,13.53,18.87,0
P37323,10.11,14.15,0
P37324,10.11,14.15,0
P37421,14.2,19.80,10
P37423,14.2,19.80,50
P37425,14.2,19.80,10
P37428,9.72,13.61,10
P37430,9.72,13.61,10
P37431,9.72,13.61,0
P37443,11.84,16.54,50
P37446,4.95,7.03,6
P37449,9.37,13.13,10
P37456,10.61,14.84,10
P37460,21.75,30.21,10
P37463,32.32,44.80,9
P37464,49.39,68.36,6
P37466,49.39,68.36,5
P37467,49.39,68.36,1
P37469,7.33,10.32,10
P37470,3.78,5.42,0
P37471,17.44,24.27,9
P37484,51.1,70.72,0
P37486,51.1,70.72,0
P37489,51.1,70.72,0
P37494,13.54,18.89,4
P37495,13.54,18.89,0
P37497,13.54,18.89,10
P37501,13.54,18.89,3
P37502,13.54,18.89,0
P37503,13.54,18.89,0
P37505,13.54,18.89,0
P37510,24.42,33.90,0
P37525,10.52,14.72,50
P37530,36.6,50.71,5
P37532,36.6,50.71,0
P37533,36.6,50.71,0
P37534,17.38,24.18,9
P37536,17.38,24.18,0
P37537,17.38,24.18,6
P37538,6.81,9.60,0
P37539,6.81,9.60,0
P37564,4.32,6.16,10
P37565,4.32,6.16,9
P37566,5.87,8.30,10
P37567,4.32,6.16,7
P37568,1.35,2.06,10
P37572,1.36,2.08,0
P37574,6.87,9.68,10
P37578,12.82,17.89,4
P37579,7.76,10.91,50
P37611,11.27,15.75,0
P37624,20.25,28.14,0
P37664,5.51,7.80,10
P37665,5.51,7.80,7
P37668,6.87,9.68,10
P37669,10.4,14.55,10
P37670,17.58,24.46,10
P37688,2.82,4.09,0
P37692,6.6,9.31,5
P37694,1.91,2.84,10
P37696,4.62,6.58,0
P37698,4.62,6.58,2
P37711,12.68,17.70,0
P37715,4.8,6.82,0
P37719,6.66,9.39,6
P37720,23.41,32.51,0
P37731,2.3,3.37,0
P37732,14.24,19.85,0
P37744,6.6,9.31,0
P37745,6.6,9.31,0
P37746,14.71,20.50,0
P37747,14.71,20.50,0
P37748,14.71,20.50,0
P37749,14.71,20.50,0
P37760,9.47,13.27,4
P37761,9.47,13.27,1
P37762,13.34,18.61,10
P37763,13.34,18.61,1
P37764,13.34,18.61,10
P37773,7.85,11.03,4
P37779,5.0,7.10,50
P37780,6.58,9.28,2
P37788,6.58,9.28,2
P37789,6.58,9.28,3
P37790,6.58,9.28,4
P37791,6.58,9.28,0
P37798,16.56,23.05,50
P37799,5.86,8.29,10
P37800,5.86,8.29,10
P37803,3.0,4.34,10
P37805,3.0,4.34,100
P37806,3.0,4.34,6
P37807,3.0,4.34,8
P37808,3.0,4.34,100
P37809,3.0,4.34,10
P37810,3.0,4.34,10
P37811,3.0,4.34,0
P37812,3.0,4.34,50
P37813,3.0,4.34,10
P37814,3.0,4.34,10
P37815,3.0,4.34,1
P37817,3.0,4.34,0
P37819,3.0,4.34,10
P37820,3.0,4.34,10
P37821,3.0,4.34,10
P37822,3.0,4.34,10
P37823,29.41,40.79,6
P37824,29.41,40.79,3
P37825,29.41,40.79,0
P37826,29.41,40.79,5
P37827,29.41,40.79,7
P37828,9.33,13.08,7
P37829,9.33,13.08,10
P37830,15.36,21.40,0
P37831,15.36,21.40,1
P37833,15.36,21.40,7
P37835,15.36,21.40,6
P37836,15.36,21.40,0
P37837,15.36,21.40,0
P37844,5.41,7.67,10
P37845,3.0,4.34,10
P37914,3.64,5.22,5
P37958,4.11,5.87,100
P37959,11.78,16.46,10
P38013,5.55,7.86,0
P38072,23.2,32.22,0
P38073,23.2,32.22,0
P38077,18.38,25.56,2
P38080,18.38,25.56,4
P38091,12.57,17.55,0
P38097,13.29,18.54,100
P38102,44.2,61.20,0
P38108,14.65,20.42,2
P38114,26.64,36.96,4
P38115,18.35,25.52,0
P38118,22.6,31.39,100
P38123,13.99,19.51,50
P38124,13.0,18.14,0
P38125,11.42,15.96,10
P38126,4.09,5.84,10
P38127,9.22,12.92,2
P38128,4.63,6.59,10
P38129,13.85,19.31,0
P38135,12.34,17.23,9
P38136,24.05,33.39,0
P38138,10.09,14.12,1
P38143,16.12,22.45,10
P38144,14.58,20.32,50
P38308,17.88,24.87,0
P38317,13.54,18.89,1
P38324,13.54,18.89,0
P38325,24.42,33.90,2
P38335,4.32,6.16,10
P38380,26.19,36.34,10
P38386,18.39,25.58,50
P38387,18.39,25.58,50
P38398,17.4,24.21,10
P38400,17.4,24.21,4
P38401,14.07,19.62,10
P38404,14.38,20.04,0
P38411,18.44,25.65,0
P38413,5.37,7.61,10
P38418,9.3,13.03,10
P38422,13.84,19.30,10
P38423,8.6,12.07,3
P38531,24.32,33.76,1
P38534,24.69,34.27,10
P38535,13.97,19.48,0
P38556,18.14,25.23,10
P38560,12.47,17.41,10
P38839,11.69,16.33,100
P38865,18.09,25.16,100
P38866,4.44,6.33,0
P38868,12.1,16.90,0
P38873,12.1,16.90,4
P38885,3.87,5.54,8
P38886,3.87,5.54,8
P38887,3.87,5.54,10
P38894,10.38,14.52,10
P38923,18.34,25.51,0
P38924,12.57,17.55,10
P38925,12.57,17.55,10
P38926,12.13,16.94,0
P38927,17.14,23.85,0
P38928,22.26,30.92,0
P38991,6.17,8.71,0
P39053,16.97,23.62,10
P39054,43.16,59.76,4
P39094,28.55,39.60,100
P39097,11.58,16.18,10
P39099,12.39,17.30,100
P39134,22.48,31.22,10
P39135,22.48,31.22,7
P39137,22.48,31.22,10
P39141,30.9,42.84,0
P39148,18.96,26.36,100
P39150,18.96,26.36,10
P39152,19.0,26.42,100
P39158,31.09,43.10,7
P39202,4.9,6.96,50
P39212,14.94,20.82,10
P39214,18.28,25.43,50
P39215,14.94,20.82,10
P39237,16.63,23.15,10
P39272,12.49,17.44,10
P39293,7.15,10.07,10
P39319,14.43,20.11,10
P39333,11.28,15.77,10
P39335,11.28,15.77,50
P39346,12.42,17.34,10
P39447,5.15,7.31,0
P39449,4.56,6.49,10
P39452,4.75,6.76,50
P39455,1.13,1.76,50
P39456,1.13,1.76,50
P39457,1.13,1.76,100
P39519,9.31,13.05,10
P39524,5.68,8.04,100
P39530,8.08,11.35,0
P39548,34.78,48.20,10
P39549,31.58,43.78,10
P39570,2.76,4.01,7
P39571,2.76,4.01,10
P39615,4.79,6.81,0
P39617,1.07,1.68,10
P39619,2.13,3.14,10
P39625,1.35,2.06,10
P39626,1.91,2.84,0
P39635,2.02,2.99,0
P39636,2.73,3.97,10
P39638,4.5,6.41,10
P39652,2.73,3.97,50
P39653,1.31,2.01,0
P39659,2.17,3.19,8
P39670,2.55,3.72,10
P39676,2.44,3.57,0
P39681,1.81,2.70,10
P39682,1.77,2.64,50
P39683,1.39,2.12,0
P39693,4.27,6.09,0
P39698,3.8,5.44,10
P39703,4.27,6.09,10
P39705,4.27,6.09,0
P39706,4.27,6.09,0
P39721,4.27,6.09,10
P39723,1.73,2.59,100
P39725,1.87,2.78,10
P39766,10.64,14.88,10
P39767,26.56,36.85,0
P39768,26.56,36.85,5
P39769,26.56,36.85,4
P39771,26.56,36.85,10
P39772,26.56,36.85,0
P39773,26.56,36.85,0
P39777,19.64,27.30,0
P39784,5.54,7.85,10
P39786,4.9,6.96,10
P39787,4.9,6.96,10
P39801,18.15,25.25,0
P39807,1.73,2.59,0
P39817,1.77,2.64,10
P39818,1.77,2.64,10
P39819,1.77,2.64,5
P39820,0.9,1.44,0
P39821,1.57,2.37,10
P39828,2.2,3.24,0
P39838,15.13,21.08,0
P39841,1.77,2.64,10
P39909,26.53,36.81,0
P39912,6.26,8.84,10
P39963,17.4,24.21,0
P39965,13.6,18.97,10
P39967,15.23,21.22,10
P39968,41.95,58.09,3
P40016,12.18,17.01,10
P40017,13.4,18.69,50
P40018,23.55,32.70,0
P40078,1.0,1.58,10
P40080,1.0,1.58,10
P40123,10.08,14.11,10
P40124,3.59,5.15,10
P40193,5.04,7.16,50
P40270,6.38,9.00,10
P40292,8.3,11.65,0
P40293,11.65,16.28,0
P40331,4.53,6.45,10
P40334,12.86,17.95,0
P40342,3.43,4.93,0
P40347,3.36,4.84,0
P40348,3.36,4.84,0
P40349,4.3,6.13,1
P40350,4.3,6.13,0
P40351,12.19,17.02,7
P40352,12.19,17.02,2
P40353,12.19,17.02,8
P40355,7.01,9.87,10
P40356,7.01,9.87,6
P40357,13.6,18.97,0
P40358,9.24,12.95,0
P40361,17.44,24.27,6
P40362,17.44,24.27,0
P40469,44.2,61.20,0
P40487,6.66,9.39,7
P40488,2.25,3.31,10
P40489,38.36,53.14,10
P40490,9.32,13.06,10
P40491,17.44,24.27,10
P40492,17.44,24.27,50
P40493,38.36,53.14,10
P40494,38.36,53.14,10
P40496,38.36,53.14,10
P40498,38.36,53.14,6
P40499,38.36,53.14,2
P40501,7.74,10.88,10
P40502,17.44,24.27,10
P40503,38.36,53.14,2
P40504,11.5,16.07,10
P40505,16.46,22.91,10
P40506,64.75,89.56,5
P40508,38.36,53.14,1
P40509,5.0,7.10,10
P40511,16.12,22.45,0
P40514,6.4,9.03,50
P40519,37.34,51.73,0
P40521,9.5,13.31,10
P40566,16.12,22.45,10
P40586,31.94,44.28,3
P40587,33.72,46.73,0
P40588,3.63,5.21,10
P40590,3.63,5.21,10
P40596,17.14,23.85,0
P40599,17.44,24.27,8
P40600,9.32,13.06,10
P40602,17.44,24.27,0
P40603,12.57,17.55,3
P40605,9.32,13.06,10
P40645,10.61,14.84,10
P40647,11.13,15.56,50
P40649,15.25,21.25,0
P40651,14.38,20.04,100
P40652,14.38,20.04,50
P40654,6.31,8.91,7
P40655,12.38,17.28,10
P40656,12.38,17.28,7
P40657,4.78,6.80,10
P40659,20.05,27.87,5
P40661,24.42,33.90,0
P40691,13.87,19.34,0
P40732,9.17,12.85,3
P40733,14.23,19.84,9
P40734,10.46,14.63,4
P40760,1.03,1.62,0
P40761,1.03,1.62,0
P40763,20.58,28.60,100
P40764,20.58,28.60,100
P40765,20.58,28.60,50
P40766,20.58,28.60,100
P40777,17.44,24.27,5
P40781,38.36,53.14,4
P40782,64.75,89.56,4
P40784,9.32,13.06,4
P40787,9.32,13.06,10
P40790,9.32,13.06,10
P40792,25.01,34.71,6
P40820,11.39,15.92,0
P40926,11.43,15.97,10
P40952,12.57,17.55,0
P40954,11.13,15.56,9
P40979,11.39,15.92,0
P40980,11.39,15.92,0
P40989,24.43,33.91,0
P40990,25.83,35.85,2
P40999,4.87,6.92,100
P41002,10.16,14.22,50
P41003,11.49,16.06,10
P41004,11.49,16.06,10
P41005,11.49,16.06,10
P41006,11.49,16.06,10
P41022,11.13,15.56,0
P41062,40.89,56.63,10
P41110,12.87,17.96,0
P41114,13.82,19.27,10
P41115,13.01,18.15,10
P41119,11.78,16.46,10
P41122,13.8,19.24,10
P41123,40.54,56.15,0
P41156,9.85,13.79,0
P41160,5.45,7.72,10
P41161,4.58,6.52,50
P41162,8.68,12.18,10
P41163,3.02,4.37,10
P41165,7.3,10.27,50
P41166,9.19,12.88,10
P41167,8.22,11.54,10
P41168,7.5,10.55,0
P41169,15.38,21.42,10
P41170,12.76,17.81,0
P41172,10.37,14.51,10
P41174,14.59,20.33,100
P41176,15.49,21.58,7
P41178,10.24,14.33,0
P41179,10.39,14.54,6
P41180,3.85,5.51,2
P41181,17.36,24.16,0
P41198,7.37,10.37,0
P41210,8.66,12.15,6
P41211,8.66,12.15,10
P41212,8.66,12.15,10
P41254,20.01,27.81,0
P41255,20.01,27.81,0
P41258,9.31,13.05,0
P41286,9.96,13.94,10
P41367,9.32,13.06,9
P41377,2.7,3.93,10
P41390,8.35,11.72,10
P41391,6.52,9.20,50
P41395,4.26,6.08,100
P41397,9.67,13.54,10
P41398,7.94,11.16,100
P41400,5.76,8.15,10
P41405,8.66,12.15,10
P41406,9.4,13.17,50
P41431,2.97,4.30,50
P41434,9.41,13.19,100
P41445,4.28,6.11,100
P41446,7.41,10.43,100
P41460,5.61,7.94,100
P41472,3.63,5.21,100
P41475,7.38,10.38,10
P41480,6.34,8.95,100
P41487,15.08,21.01,50
P41490,10.84,15.16,50
P41491,4.18,5.97,100
P41499,4.47,6.37,50
P41510,39.08,54.13,10
P41511,18.56,25.81,0
P41515,18.56,25.81,10
P41523,16.12,22.45,50
P41527,17.4,24.21,8
P41530,19.18,26.67,10
P41548,11.39,15.92,100
P41549,7.94,11.16,10
P41561,13.3,18.55,6
P41614,12.73,17.77,10
P41618,16.75,23.32,1
P41619,6.99,9.85,0
P41620,14.95,20.83,5
P41622,39.08,54.13,10
P41626,18.56,25.81,0
P41647,39.08,54.13,10
P41650,16.75,23.32,1
P41653,1.19,1.84,10
P41665,12.48,17.42,5
P41682,20.11,27.95,7
P41692,8.86,12.43,50
P41694,15.76,21.95,100
P41697,20.26,28.16,0
P41698,16.75,23.32,10
P41699,16.75,23.32,10
P41706,26.19,36.34,10
P41715,15.97,22.24,10
P41739,29.67,41.14,9
P41740,29.67,41.14,7
P41741,29.67,41.14,10
P41742,29.67,41.14,10
P41743,29.67,41.14,2
P41744,29.67,41.14,50
P41745,29.67,41.14,0
P41746,29.67,41.14,0
P41872,31.18,43.23,10
P41874,17.24,23.99,5
P41878,44.2,61.20,0
P41879,17.42,24.24,50
P41883,17.64,24.54,0
P41886,39.08,54.13,10
P41901,17.24,23.99,0
P41905,15.54,21.65,100
P41937,13.43,18.73,10
P41938,13.43,18.73,9
P41943,18.21,25.33,0
P41962,12.59,17.57,0
P41974,20.58,28.60,10
P41984,39.08,54.13,6
P41987,19.35,26.90,5
P41988,11.3,15.79,10
P41991,16.75,23.32,10
P42090,13.4,18.69,100
P42092,4.52,6.44,100
P42093,7.88,11.07,100
P42094,13.4,18.69,50
P42098,13.4,18.69,50
P42101,13.4,18.69,50
P42103,13.4,18.69,50
P42104,13.4,18.69,100
P42108,4.4,6.27,100
P42113,37.23,51.58,0
P42118,3.92,5.61,10
P42122,7.59,10.67,100
P42126,37.23,51.58,0
P42127,37.23,51.58,0
P42128,37.23,51.58,0
P42130,37.48,51.92,0
P42133,19.35,26.90,10
P42140,5.86,8.29,10
P42150,22.21,30.85,10
P42151,22.21,30.85,0
P42152,22.21,30.85,50
P42153,22.21,30.85,50
P42154,22.21,30.85,10
P42155,22.21,30.85,10
P42156,18.6,25.87,100
P42164,5.03,7.14,50
P42192,15.78,21.98,8
P42193,15.78,21.98,6
P42197,25.85,35.87,0
P42204,18.39,25.58,10
P42207,10.69,14.95,0
P42208,10.69,14.95,4
P42209,10.69,14.95,0
P42210,10.69,14.95,0
P42211,10.69,14.95,0
P42212,10.69,14.95,0
P42222,10.33,14.46,0
P42227,9.04,12.68,0
P42228,9.04,12.68,8
P42229,9.04,12.68,10
P42282,20.58,28.60,10
P42283,20.58,28.60,10
P42284,20.58,28.60,0
P42286,20.58,28.60,10
P42348,31.09,43.10,0
P42349,18.19,25.30,50
P42393,40.48,56.06,0
P42394,40.48,56.06,0
P42402,18.0,25.04,0
P42457,23.55,32.70,0
P42461,12.59,17.57,0
P42462,37.48,51.92,3
P42582,39.08,54.13,10
P42608,11.3,15.79,7
P42616,6.89,9.71,8
P42617,6.89,9.71,10
P42618,6.89,9.71,0
P42619,6.89,9.71,4
P42620,6.89,9.71,0
P42625,78.24,108.17,0
P42631,11.02,25.95,10
P42666,20.58,28.60,10
P42667,25.63,35.57,1
P42671,17.47,24.31,50
P42677,11.62,16.24,8
P42686,17.4,24.21,6
P42687,20.58,28.60,10
P42690,22.15,30.77,0
P42701,37.48,51.92,0
P42707,4.16,5.94,10
P42708,4.16,5.94,5
P42709,4.16,5.94,7
P42804,23.74,32.96,0
P42837,37.48,51.92,7
P42838,37.48,51.92,4
P42839,12.59,17.57,9
P42840,12.59,17.57,7
P42886,7.5,10.55,1
P42887,18.56,25.81,10
P42896,11.93,16.66,0
P42897,11.93,16.66,10
P42900,13.54,18.89,10
P42904,10.19,14.26,4
P42905,8.83,12.39,0
P42910,19.38,26.94,6
P42911,19.38,26.94,8
P42912,6.13,8.66,0
P42914,13.79,19.23,4
P42915,7.94,11.16,10
P42919,7.13,10.04,1
P42924,20.58,28.60,10
P42925,22.21,30.85,4
P42931,15.99,22.27,8
P42932,32.58,45.16,10
P42946,32.58,45.16,0
P42947,32.58,45.16,10
P42948,13.34,18.61,10
P42950,13.34,18.61,10
P42951,13.34,18.61,4
P42953,37.34,51.73,0
P42954,37.48,51.92,1
P42956,37.48,51.92,3
P42957,40.72,56.39,0
P42959,13.8,19.24,1
P42978,13.43,18.73,2
P42980,19.64,27.30,0
P42982,13.43,18.73,7
P42984,13.55,18.90,2
P42985,13.55,18.90,2
P42986,13.55,18.90,10
P42987,15.01,20.91,10
P43005,9.31,13.05,50
P43007,9.31,13.05,50
P43008,19.64,27.30,0
P43016,22.54,31.31,2
P43017,19.25,26.77,2
P43026,12.84,17.92,4
P43029,9.91,13.88,10
P43038,3.49,5.02,4
P43041,5.18,7.35,10
P43046,17.44,24.27,2
P43056,12.59,17.57,7
P43057,12.59,17.57,10
P43058,12.59,17.57,2
P43059,10.34,14.47,50
P43062,38.36,53.14,10
P43073,16.75,23.32,7
