SKU,Price API,Price Shopify,Quantity
P27785,5.87,8.30,100
P27786,12.37,17.27,50
P27787,11.82,16.51,10
P27790,9.35,13.10,10
P27793,6.65,9.38,7
P27794,5.72,8.09,10
P27795,11.36,15.88,7
P27797,8.82,12.37,0
P27798,9.57,13.41,10
P27799,6.68,9.42,50
P27807,6.34,8.95,2
P27808,10.32,14.44,10
P27809,7.06,9.94,10
P27810,10.12,14.17,50
P27812,22.04,30.62,10
P27814,18.65,25.94,50
P27841,15.11,21.05,0
P27842,5.76,8.15,50
P27843,8.93,12.52,0
P27845,42.62,59.02,0
P27850,9.31,13.05,5
P27856,9.31,13.05,100
P27859,19.46,27.05,10
P27867,16.12,22.45,10
P27891,0.96,1.52,100
P27892,1.97,2.92,0
P27895,5.81,8.22,0
P27896,5.21,7.39,6
P27912,6.56,9.25,10
P27915,12.9,18.00,10
P27918,5.74,8.12,50
P27919,11.24,15.71,100
P27990,18.51,25.74,100
P27992,5.53,7.83,100
P28059,10.52,14.72,0
P28060,19.97,27.76,10
P28096,18.96,26.36,50
P28098,26.85,37.25,10
P28348,19.03,26.46,100
P28350,15.27,21.27,10
P28352,12.58,17.56,10
P28353,8.95,12.55,7
P28354,14.3,19.93,100
P28356,18.38,25.56,50
P28359,30.4,42.15,10
P28360,17.63,24.53,10
P28361,8.33,11.70,9
P28365,19.67,27.34,50
P28366,9.13,12.80,10
P28368,13.8,19.24,10
P28369,12.99,18.13,50
P28370,7.14,10.05,10
P28371,11.81,16.50,10
P28372,5.75,8.14,100
P28420,42.48,58.82,10
P28429,21.63,30.05,0
P28509,19.16,26.64,0
P28516,12.73,17.77,50
P28517,12.73,17.77,50
P28518,12.73,17.77,10
P28520,19.17,26.65,10
P28521,19.17,26.65,10
P28549,14.92,20.79,10
P28551,5.05,7.17,100
P28552,5.63,7.97,10
P28553,28.75,39.88,10
P28556,7.99,11.23,0
P28623,7.11,10.01,8
P28624,17.44,24.27,0
P28626,6.39,9.02,10
P28627,9.93,13.90,10
P28628,5.74,8.12,10
P28629,7.91,11.12,100
P28630,5.79,8.19,10
P28632,15.61,21.74,50
P28634,3.38,4.86,50
P28635,4.12,5.89,10
P28655,13.09,18.26,0
P28656,13.09,18.26,0
P28658,18.2,25.32,0
P28659,30.91,42.86,0
P28660,18.2,25.32,50
P28661,30.91,42.86,1
P28662,18.2,25.32,10
P28663,30.91,42.86,5
P28666,30.91,42.86,0
P28667,18.2,25.32,10
P28675,33.72,46.73,0
P28703,41.51,57.48,0
P28877,30.92,42.87,100
P28879,54.39,75.26,10
P28884,24.32,33.76,7
P28885,15.95,22.21,100
P28888,11.12,15.55,0
P28890,14.32,19.96,50
P28891,10.6,14.83,10
P28902,40.99,56.77,10
P29017,5.89,8.33,10
P29073,21.06,29.26,0
P29074,12.58,17.56,10
P29077,25.26,35.06,50
P29079,10.06,14.08,10
P29080,14.2,19.80,50
P29081,10.89,15.23,5
P29083,10.08,14.11,10
P29086,9.07,12.72,0
P29088,17.13,23.84,10
P29090,12.94,18.06,0
P29094,17.95,24.97,0
P29097,17.31,24.09,10
P29098,29.23,40.54,10
P29101,10.26,14.36,10
P29103,5.83,8.25,10
P29104,19.16,26.64,0
P29106,14.02,19.55,10
P29117,10.95,15.31,0
P29118,19.99,27.79,6
P29119,14.91,20.78,50
P29120,9.2,12.90,0
P29121,11.47,16.03,0
P29122,18.32,25.48,4
P29127,7.33,10.32,2
P29130,27.01,37.47,0
P29132,34.11,47.27,10
P29133,15.22,21.20,10
P29135,25.54,35.45,0
P29137,8.22,11.54,0
P29141,7.67,10.78,10
P29142,8.0,11.24,10
P29143,13.48,18.80,10
P29146,22.37,31.07,10
P29153,11.91,16.64,10
P29154,6.52,9.20,8
P29156,7.16,10.08,0
P29157,7.63,10.73,7
P29158,3.64,5.22,0
P29159,5.72,8.09,1
P29161,6.65,9.38,10
P29162,11.58,16.18,10
P29166,8.89,12.47,10
P29168,5.48,7.76,5
P29169,8.43,11.83,50
P29171,8.44,11.85,10
P29174,8.84,12.40,10
P29177,10.21,14.29,50
P29178,15.29,21.30,10
P29179,8.65,12.14,50
P29180,13.03,18.18,10
P29182,18.43,25.63,10
P29183,7.59,10.67,4
P29186,2.81,4.08,10
P29189,9.34,13.09,10
P29194,3.26,4.70,10
P29195,6.32,8.92,9
P29196,8.72,12.23,10
P29199,16.23,22.60,10
P29200,18.86,26.23,7
P29204,11.86,16.57,10
P29215,11.78,16.46,10
P29216,6.52,9.20,10
P29235,14.31,19.95,10
P29237,11.28,15.77,10
P29238,47.06,65.14,10
P29239,13.9,19.38,4
P29240,13.35,18.62,50
P29242,14.89,20.75,10
P29244,8.2,11.52,10
P29246,8.85,12.41,0
P29250,14.05,19.59,6
P29251,9.62,13.48,50
P29253,3.26,4.70,2
P29256,12.42,17.34,5
P29263,5.83,8.25,10
P29264,9.13,12.80,10
P29266,15.72,21.89,6
P29267,9.78,13.70,10
P29269,8.5,11.93,10
P29275,13.93,19.42,3
P29277,6.36,8.98,10
P29283,8.75,12.27,10
P29290,7.46,10.49,50
P29291,4.57,6.51,100
P29357,20.27,28.17,10
P29358,13.01,18.15,10
P29359,13.12,18.31,10
P29360,20.22,28.10,0
P29363,12.68,17.70,10
P29365,12.1,16.90,5
P29383,23.27,32.31,50
P29384,35.14,48.69,10
P29385,19.28,26.81,10
P29386,18.3,25.45,100
P29387,10.22,14.30,0
P29452,40.99,56.77,9
P29544,3.36,4.84,10
P29558,19.02,26.45,4
P29562,19.02,26.45,6
P29563,13.8,19.24,10
P29564,40.54,56.15,4
P29565,40.54,56.15,0
P29566,13.8,19.24,10
P29567,6.37,8.99,50
P29588,3.61,5.18,10
P29598,7.21,10.15,10
P29599,9.51,13.32,2
P29667,9.94,13.92,10
P29668,16.16,22.50,4
P29670,18.38,25.56,10
P29671,16.2,22.56,100
P29673,22.14,30.75,8
P29674,10.46,14.63,10
P29752,10.11,14.15,0
P29787,24.47,33.97,10
P29788,24.47,33.97,5
P29789,24.47,33.97,4
P29790,24.47,33.97,9
P29791,24.47,33.97,10
P29808,14.42,20.10,0
P29828,4.54,6.47,100
P29829,5.85,8.27,0
P29836,22.09,30.68,3
P29839,31.4,43.53,50
P29849,23.61,32.78,0
P29851,11.56,16.15,10
P29907,5.45,7.72,0
P29910,11.55,16.14,10
P29911,15.74,21.92,10
P29912,9.34,13.09,10
P29913,14.86,20.71,0
P29914,18.02,25.07,0
P29915,13.73,19.15,10
P29916,3.99,5.71,10
P29918,6.14,8.67,10
P29919,7.37,10.37,5
P29920,6.12,8.65,0
P29921,14.38,20.04,10
P29924,5.61,7.94,10
P29927,9.04,12.68,10
P29928,2.75,4.00,10
P29930,2.81,4.08,10
P29931,11.58,16.18,0
P29932,10.26,14.36,0
P29934,13.08,18.25,10
P29937,9.39,13.16,0
P29940,13.86,19.33,0
P29943,6.57,9.27,10
P29947,3.55,5.10,5
P29948,7.31,10.29,10
P29951,8.95,12.55,3
P29953,9.96,13.94,10
P29955,22.67,31.48,10
P29956,8.47,11.89,10
P29972,12.27,17.13,50
P29973,12.27,17.13,10
P29974,11.4,15.93,10
P29975,7.21,10.15,10
P29979,7.89,11.09,50
P29981,4.75,6.76,10
P29982,7.53,10.59,10
P29983,13.66,19.05,10
P29984,12.55,17.52,100
P29985,8.11,11.39,10
P29986,7.42,10.44,10
P29987,6.13,8.66,10
P29988,6.52,9.20,10
P29989,9.4,13.17,0
P29990,11.58,16.18,10
P29993,10.24,14.33,0
P29996,8.04,11.30,0
P29997,5.76,8.15,10
P29999,7.06,9.94,10
P30000,7.58,10.66,1
P30002,5.79,8.19,10
P30003,8.76,12.29,10
P30004,6.22,8.78,10
P30005,6.79,9.57,7
P30006,6.45,9.10,0
P30008,11.75,16.41,0
P30009,5.28,7.49,10
P30010,6.78,9.56,10
P30011,16.92,23.55,0
P30015,10.38,14.52,0
P30016,10.38,14.52,10
P30017,10.38,14.52,100
P30018,10.38,14.52,0
P30019,18.05,25.11,0
P30024,31.24,43.31,10
P30028,24.47,33.97,10
P30029,24.47,33.97,3
P30040,10.82,15.13,0
P30071,28.07,38.94,10
P30130,17.13,23.84,9
P30131,20.38,28.32,10
P30132,20.38,28.32,2
P30160,27.65,38.36,0
P30161,27.65,38.36,0
P30164,21.75,30.21,1
P30165,21.75,30.21,6
P30169,16.13,22.46,0
P30191,14.69,20.47,7
P30197,25.78,35.78,10
P30212,25.54,35.45,0
P30250,12.81,17.88,10
P30292,11.61,16.22,0
P30293,7.42,10.44,0
P30294,18.33,25.50,2
P30295,7.97,11.20,10
P30296,5.81,8.22,10
P30297,5.76,8.15,10
P30298,18.35,25.52,10
P30299,3.72,5.33,10
P30301,12.72,17.75,8
P30302,9.93,13.90,10
P30303,8.88,12.45,50
P30304,5.49,7.78,50
P30305,6.53,9.21,0
P30306,8.24,11.57,10
P30307,14.37,20.03,10
P30308,4.98,7.07,0
P30309,8.91,12.50,0
P30310,10.2,14.28,50
P30311,11.95,16.69,8
P30312,14.19,19.78,50
P30317,10.37,14.51,0
P30319,11.07,15.48,8
P30320,6.94,9.78,10
P30321,9.39,13.16,100
P30324,13.7,19.11,10
P30325,5.75,8.14,0
P30326,11.58,16.18,10
P30327,8.41,11.81,10
P30328,15.44,21.51,10
P30329,11.92,16.65,10
P30330,3.24,4.67,10
P30356,16.12,22.45,50
P30366,6.62,9.34,10
P30368,5.47,7.75,0
P30373,16.03,22.32,0
P30374,17.08,23.77,4
P30378,28.39,39.38,10
P30381,22.09,30.68,4
P30397,12.47,17.41,2
P30401,26.23,36.40,0
P30454,12.9,18.00,0
P30457,17.32,24.10,50
P30458,20.37,28.31,3
P30459,21.05,29.25,10
P30460,16.68,23.22,9
P30461,12.97,18.10,10
P30468,25.36,35.20,50
P30471,9.7,13.59,0
P30477,20.45,28.42,0
P30480,7.02,9.89,0
P30483,25.25,35.05,0
P30485,15.87,22.10,10
P30492,28.05,38.91,0
P30494,11.86,16.57,0
P30496,9.94,13.92,10
P30501,15.9,22.14,0
P30505,16.2,22.56,0
P30508,16.18,22.53,50
P30510,21.37,29.69,50
P30516,26.04,36.14,7
P30517,10.31,14.43,0
P30518,13.22,18.44,0
P30520,17.87,24.86,1
P30522,11.17,15.61,10
P30523,45.0,62.30,50
P30525,26.73,37.09,0
P30532,24.66,34.23,50
P30535,27.78,38.54,7
P30536,11.78,16.46,10
P30539,16.06,22.36,0
P30543,7.63,10.73,10
P30545,17.91,24.92,0
P30553,10.11,14.15,50
P30567,3.27,4.71,0
P30568,4.11,5.87,10
P30569,9.54,13.37,0
P30570,3.09,4.46,50
P30573,3.98,5.69,0
P30582,10.43,14.59,0
P30583,10.43,14.59,0
P30585,12.86,17.95,0
P30588,21.44,29.79,0
P30589,21.44,29.79,8
P30591,46.89,64.91,0
P30614,9.34,13.09,0
P30618,10.78,15.08,10
P30619,33.0,45.74,50
P30620,7.67,10.78,10
P30621,18.25,25.38,10
P30623,20.55,28.56,0
P30624,10.77,15.06,0
P30625,24.55,34.08,10
P30627,8.57,12.03,10
P30628,20.93,29.08,0
P30629,15.54,21.65,10
P30630,25.67,35.62,10
P30632,8.03,11.28,10
P30633,13.45,18.76,6
P30635,22.7,31.53,10
P30637,8.11,11.39,50
P30642,9.99,13.99,10
P30644,8.03,11.28,10
P30645,13.45,18.76,10
P30646,14.21,19.81,5
P30650,15.68,21.84,10
P30651,16.8,23.38,10
P30652,19.23,26.74,10
P30654,12.95,18.07,0
P30655,15.95,22.21,50
P30656,43.19,59.80,10
P30657,16.41,22.85,10
P30658,10.04,14.06,10
P30659,18.45,25.66,10
P30660,21.06,29.26,0
P30661,15.32,21.34,50
P30663,21.52,29.90,0
P30665,27.94,38.76,50
P30666,13.65,19.04,7
P30671,16.99,23.65,100
P30673,11.24,15.71,10
P30674,21.28,29.57,5
P30677,12.27,17.13,8
P30678,22.37,31.07,10
P30679,42.34,58.63,50
P30680,27.98,38.81,10
P30682,15.82,22.03,10
P30683,15.82,22.03,10
P30686,22.66,31.47,10
P30687,18.96,26.36,10
P30688,21.83,30.33,10
P30690,46.85,64.85,0
P30692,18.36,25.54,10
P30695,23.51,32.64,0
P30696,11.51,16.08,50
P30697,10.66,14.91,10
P30700,23.0,31.94,6
P30702,20.9,29.04,0
P30703,8.54,11.99,10
P30704,13.5,18.83,0
P30705,14.76,20.57,10
P30710,16.86,23.47,0
P30711,15.87,22.10,10
P30714,37.97,52.60,9
P30715,39.08,54.13,10
P30716,15.84,22.06,10
P30718,35.69,49.45,0
P30720,9.0,12.62,10
P30722,18.23,25.36,10
P30723,11.36,15.88,0
P30730,9.13,12.80,10
P30731,3.88,5.55,10
P30732,3.4,4.89,50
P30734,15.48,21.56,10
P30735,4.34,6.19,100
P30736,14.91,20.78,6
P30737,6.72,9.47,0
P30738,15.56,21.67,10
P30740,22.77,31.62,0
P30742,8.54,11.99,0
P30746,12.73,17.77,0
P30756,16.69,23.23,10
P30760,5.71,8.08,10
P30764,3.41,4.91,100
P30768,15.5,21.59,0
P30770,13.26,18.50,10
P30773,10.57,14.79,5
P30774,6.55,9.24,100
P30775,12.1,16.90,10
P30780,8.5,11.93,0
P30781,8.5,11.93,2
P30798,6.6,9.31,6
P30799,6.6,9.31,6
P30800,6.6,9.31,6
P30804,10.58,14.80,4
P30805,4.14,5.91,0
P30806,5.51,7.80,10
P30809,4.83,6.87,8
P30813,14.15,19.73,0
P30817,7.8,10.96,0
P30879,12.91,18.02,10
P30880,8.58,12.04,10
P30881,9.7,13.59,10
P30968,3.22,4.64,100
P30969,3.87,5.54,50
P30982,9.69,13.57,10
P30989,7.64,10.74,0
P30997,6.52,9.20,10
P30998,9.0,12.62,8
P31000,6.73,9.49,0
P31002,13.79,19.23,0
P31003,7.13,10.04,5
P31005,10.21,14.29,3
P31006,12.56,17.53,50
P31007,12.8,17.86,0
P31010,8.9,12.48,10
P31011,9.13,12.80,10
P31013,24.87,34.52,0
P31041,17.58,24.46,2
P31042,6.19,8.74,100
P31102,6.45,9.10,50
P31141,22.64,31.44,10
P31348,5.86,8.29,10
P31377,6.22,8.78,50
P31427,14.12,19.69,8
P31452,13.31,18.57,0
P31488,21.27,29.55,0
P31584,10.57,14.79,10
P31589,19.16,26.64,0
P31596,13.75,19.18,0
P31601,11.98,16.73,0
P31606,9.35,13.10,10
P31611,11.68,16.32,50
P31638,11.78,16.46,4
P31639,12.42,17.34,5
P31647,15.82,22.03,10
P31651,4.89,6.95,0
P31947,1.82,2.71,100
P32012,17.02,23.69,100
P32018,40.5,56.09,10
P32051,13.32,18.58,100
P32052,10.46,14.63,100
P32054,13.17,18.37,50
P32055,8.95,12.55,0
P32056,6.39,9.02,10
P32070,7.69,10.81,0
P32081,18.76,26.09,10
P32082,18.3,25.45,100
P32108,11.17,15.61,0
P32109,20.34,28.27,10
P32149,3.56,5.11,100
P32158,18.18,25.29,0
P32189,11.38,15.90,10
P32190,16.15,22.49,10
P32191,2.78,4.04,10
P32193,17.39,24.20,0
P32194,12.11,16.91,0
P32195,8.0,11.24,0
P32196,18.76,26.09,0
P32197,15.69,21.85,10
P32198,22.5,31.25,0
P32200,9.78,13.70,10
P32201,17.52,24.38,50
P32204,11.49,16.06,0
P32205,12.48,17.42,10
P32297,9.86,13.81,10
P32325,16.07,22.38,9
P32326,45.07,62.40,10
P32328,23.41,32.51,10
P32364,27.31,37.89,10
P32365,27.31,37.89,10
P32370,13.87,19.34,3
P32395,5.92,8.37,0
P32404,20.38,28.32,2
P32405,18.21,25.33,0
P32457,26.77,37.14,10
P32462,40.15,55.61,0
P32464,25.96,36.02,0
P32465,19.42,27.00,10
P32466,25.68,35.64,0
P32467,42.82,59.29,0
P32468,30.58,42.40,0
P32470,26.62,36.94,50
P32479,5.66,8.01,10
P32481,21.4,29.73,10
P32484,21.36,29.68,50
P32485,11.68,16.32,100
P32486,17.18,23.91,100
P32492,11.63,16.25,10
P32495,18.3,25.45,4
P32496,14.87,20.72,50
P32498,13.15,18.35,0
P32499,22.38,31.08,10
P32500,9.01,12.63,0
P32501,16.92,23.55,50
P32651,7.33,10.32,0
P32663,31.94,44.28,3
P32664,31.94,44.28,0
P32665,13.09,18.26,0
P32666,13.09,18.26,0
P32677,11.68,16.32,50
P32678,11.68,16.32,3
P32681,19.12,26.59,8
P32682,6.65,9.38,0
P32684,6.3,8.89,0
P32688,52.0,71.96,0
P32691,52.0,71.96,0
P32694,27.91,38.72,9
P32696,6.65,9.38,0
P32700,2.58,3.76,100
P32710,30.5,42.29,0
P32711,12.42,17.34,10
P32712,13.58,18.94,100
P32713,29.39,40.76,0
P32714,11.91,16.64,50
P32715,22.19,30.82,50
P32716,42.7,59.13,0
P32717,23.86,33.13,10
P32718,19.94,27.72,2
P32721,23.93,33.22,100
P32724,19.46,27.05,50
P32725,12.35,17.24,10
P32726,14.06,19.60,50
P32727,10.22,14.30,10
P32728,11.12,15.55,10
P32730,12.87,17.96,7
P32731,17.01,23.67,10
P32732,29.72,41.21,0
P32733,31.22,43.28,10
P32734,30.18,41.85,100
P32735,18.79,26.13,100
P32736,56.69,78.43,0
P32737,27.55,38.22,0
P32738,18.36,25.54,50
P32739,32.69,45.31,100
P32742,19.81,27.54,0
P32743,14.1,19.66,10
P32745,14.28,19.91,100
P32747,11.69,16.33,0
P32748,29.88,41.43,50
P32750,18.65,25.94,10
P32752,16.54,23.03,10
P32753,12.79,17.85,50
P32754,22.95,31.87,10
P32756,15.14,21.09,0
P32757,6.62,9.34,100
P32759,19.43,27.01,100
P32760,33.02,45.77,50
P32761,19.39,26.96,10
P32762,17.1,23.80,100
P32763,45.62,63.16,100
P32764,19.67,27.34,100
P32767,20.03,27.84,100
P32768,22.04,30.62,10
P32771,15.51,21.60,100
P32772,9.86,13.81,100
P32773,20.74,28.82,4
P32774,34.8,48.22,10
P32775,10.72,14.99,50
P32777,18.26,25.40,10
P32778,31.31,43.41,50
P32780,22.6,31.39,10
P32781,18.51,25.74,100
P32782,22.19,30.82,10
P32783,11.23,15.70,3
P32785,36.66,50.79,10
P32787,14.0,19.52,10
P32788,30.56,42.37,100
P32789,27.08,37.57,10
P32790,25.63,35.57,50
P32791,13.6,18.97,10
P32793,23.89,33.17,4
P32800,7.58,10.66,10
P32801,6.67,9.40,10
P32807,31.02,43.01,10
P32808,20.98,29.15,10
P32889,11.31,15.81,100
P32891,7.52,10.58,50
P32892,12.76,17.81,0
P32893,16.84,23.44,10
P32895,16.23,22.60,10
P32896,8.19,11.50,10
P32897,7.71,10.84,50
P32901,25.79,35.79,0
P32902,25.79,35.79,5
P32910,7.02,9.89,100
P32911,27.05,37.53,0
P32913,4.91,6.98,10
P32915,19.23,26.74,1
P32916,26.15,36.29,1
P32917,31.18,43.23,7
P32918,22.55,31.32,10
P32919,30.92,42.87,10
P32920,17.14,23.85,7
P32922,31.39,43.52,100
P32926,12.48,17.42,0
P32927,31.39,43.52,10
P32928,27.08,37.57,10
P32929,24.41,33.89,50
P32971,16.74,23.30,2
P32972,8.54,11.99,6
P32973,8.54,11.99,7
P32974,8.54,11.99,5
P32975,9.2,12.90,6
P32976,9.2,12.90,6
P32978,7.51,10.56,0
P32979,7.79,10.95,100
P32984,4.71,6.70,0
P33020,14.62,20.38,0
P33029,18.18,25.29,10
P33033,1.85,2.75,0
P33034,9.76,13.67,0
P33035,11.68,16.32,7
P33038,10.74,15.02,100
P33056,6.65,9.38,0
P33087,25.85,35.87,0
P33096,26.93,37.36,10
P33097,37.76,52.31,10
P33101,22.24,30.89,10
P33358,23.55,32.70,0
P33360,23.55,32.70,0
P33361,12.18,17.01,10
P33362,12.18,17.01,8
P33363,37.48,51.92,5
P33367,37.34,51.73,0
P33369,37.34,51.73,0
P33370,37.34,51.73,0
P33432,13.6,18.97,10
P33438,2.44,3.57,10
P33439,4.9,6.96,10
P33442,6.87,9.68,10
P33443,6.87,9.68,10
P33444,6.37,8.99,10
P33445,6.67,9.40,50
P33446,4.9,6.96,0
P33447,12.61,17.60,6
P33476,6.05,8.55,100
P33477,11.36,15.88,10
P33478,4.7,6.69,50
P33479,3.93,5.62,10
P33480,3.93,5.62,0
P33482,5.29,7.50,0
P33530,52.0,71.96,0
P33565,13.74,19.16,3
P33566,13.74,19.16,10
P33567,16.33,22.74,0
P33571,29.72,41.21,50
P33840,10.11,14.15,0
P33841,10.11,14.15,10
P33867,20.09,27.92,50
P33886,3.02,4.37,50
P33888,1.22,1.88,50
P33890,3.68,5.28,50
P33892,2.25,3.31,0
P33896,9.1,12.76,6
P33902,12.14,16.95,1
P33907,12.14,16.95,0
P33921,4.72,6.71,10
P33927,8.86,12.43,0
P33928,6.07,8.58,0
P33939,20.93,29.08,2
P33941,20.93,29.08,2
P33946,5.33,7.56,0
P33952,7.87,11.06,0
P33953,7.87,11.06,0
P33955,6.21,8.77,0
P33956,4.87,6.92,3
P33958,4.11,5.87,10
P33960,4.88,6.93,0
P33965,7.23,10.18,0
P33966,5.81,8.22,0
P33967,4.08,5.83,6
P33970,1.92,2.85,50
P33972,4.6,6.55,4
P33974,5.64,7.98,10
P33979,2.73,3.97,0
P33983,11.57,16.17,4
P33991,5.45,7.72,0
P33995,10.87,15.20,10
P33996,7.2,10.14,3
P33997,11.94,16.68,1
P33998,4.8,6.82,0
P34001,10.3,14.41,10
P34002,19.22,26.72,10
P34009,5.34,7.57,6
P34016,12.24,17.09,10
P34018,9.46,13.25,10
P34029,37.34,51.73,0
P34032,15.06,20.98,6
P34033,12.03,16.80,50
P34034,12.03,16.80,10
P34035,11.19,15.64,10
P34044,9.24,12.95,10
P34046,7.43,10.45,10
P34048,6.72,9.47,8
P34049,6.35,8.96,8
P34051,10.38,14.52,4
P34052,13.02,18.17,6
P34053,13.89,19.37,10
P34054,13.89,19.37,10
P34057,11.88,16.59,4
P34058,10.72,14.99,0
P34059,10.72,14.99,0
P34061,19.31,26.85,10
P34077,15.44,21.51,0
P34137,13.77,19.20,10
P34138,22.99,31.93,100
P34139,23.06,32.02,10
P34140,9.08,12.73,10
P34279,6.3,8.89,0
P34280,6.65,9.38,0
P34282,14.4,20.07,0
P34283,14.4,20.07,0
P34285,14.4,20.07,2
P34292,11.98,16.73,100
P34303,24.69,34.27,10
P34358,26.69,37.03,10
P34359,16.25,22.62,0
P34361,10.77,15.06,0
P34362,34.4,47.67,10
P34392,26.44,36.69,0
P34411,31.7,43.95,50
P34412,26.8,37.18,0
P34421,11.27,15.75,0
P34448,19.33,26.88,10
P34449,18.45,25.66,3
P34454,11.48,16.04,10
P34456,43.92,60.81,9
P34460,5.77,8.16,0
P34461,10.18,14.25,0
P34468,5.48,7.76,0
P34576,36.42,50.46,10
P34597,23.91,33.20,10
P34598,21.63,30.05,10
P34599,14.71,20.50,100
P34606,14.96,20.84,50
P34608,12.82,17.89,10
P34643,2.51,3.66,0
P34649,24.75,34.35,0
P34738,13.71,19.12,50
P34739,17.12,23.83,50
P34740,8.13,11.42,10
P34742,19.03,26.46,10
P34743,21.37,29.69,10
P34744,5.96,8.42,0
P34745,11.66,16.29,0
P34746,25.99,36.07,10
P34747,11.49,16.06,5
P34748,14.06,19.60,0
P34749,6.53,9.21,10
P34753,8.13,11.42,10
P34754,17.71,24.64,10
P34758,24.72,34.31,5
P34759,8.73,12.25,50
P34762,11.81,16.50,10
P34764,12.89,17.99,0
P34766,9.8,13.72,0
P34767,18.49,25.72,10
P34768,12.82,17.89,10
P34769,10.74,15.02,10
P34770,14.02,19.55,50
P34772,19.0,26.42,10
P34773,12.82,17.89,10
P34775,16.99,23.65,0
P34776,12.59,17.57,0
P34778,10.83,15.15,0
P34779,5.09,7.22,50
P34780,10.91,15.26,10
P34781,5.81,8.22,10
P34782,5.54,7.85,0
P34785,7.8,10.96,6
P34786,5.7,8.07,0
P34787,11.69,16.33,10
P34788,27.36,37.96,0
P34791,16.03,22.32,50
P34792,19.46,27.05,0
P34793,6.62,9.34,0
P34796,17.03,23.70,0
P34797,9.83,13.77,50
P34798,11.68,16.32,10
P34800,9.74,13.64,10
P34801,6.82,9.61,50
P34804,16.56,23.05,10
P34805,13.35,18.62,10
P34806,7.64,10.74,10
P34808,4.98,7.07,10
P34809,16.86,23.47,10
P34810,14.91,20.78,3
P34811,23.06,32.02,10
P34813,7.33,10.32,50
P34814,24.94,34.62,0
P34815,10.96,15.32,10
P34817,10.65,14.90,10
P34818,9.83,13.77,8
P34819,29.3,40.63,10
P34820,5.57,7.89,2
P34823,11.49,16.06,10
P34824,17.61,24.50,10
P34825,27.3,37.87,10
P34826,10.89,15.23,10
P34827,36.44,50.49,2
P34828,14.96,20.84,10
P34830,14.91,20.78,0
P34831,11.68,16.32,8
P34832,4.13,5.90,100
P34833,6.17,8.71,10
P34835,16.92,23.55,10
P34836,12.38,17.28,10
P34840,15.73,21.91,10
P34841,14.79,20.61,10
P34843,12.82,17.89,10
P34845,7.13,10.04,2
P34846,17.64,24.54,6
P34848,17.08,23.77,0
P34849,7.31,10.29,10
P34852,16.32,22.72,10
P34853,8.74,12.26,10
P34854,14.78,20.60,0
P34855,16.02,22.31,10
P34856,22.22,30.86,0
P34857,7.63,10.73,0
P34858,17.06,23.74,5
P34859,12.4,17.31,0
P34861,19.75,27.45,0
P34863,10.89,15.23,10
P34864,11.02,15.41,10
P34865,14.89,20.75,0
P34868,14.5,20.21,0
P34869,8.77,12.30,10
P34870,19.28,26.81,5
P34872,15.9,22.14,10
P34875,15.42,21.48,9
P34876,10.39,14.54,10
P34877,17.51,24.36,10
P34880,38.0,52.64,10
P34883,9.27,12.99,10
P34884,11.84,16.54,10
P34887,11.13,15.56,100
P34889,11.13,15.56,50
P34891,11.84,16.54,1
P34892,11.84,16.54,10
P34896,12.59,17.57,50
P34898,10.75,15.04,8
P34902,11.84,16.54,10
P34903,11.84,16.54,100
P34904,11.5,16.07,10
P34905,12.18,17.01,100
P34906,11.13,15.56,5
P34908,11.5,16.07,50
P34910,9.27,12.99,10
P34911,7.94,11.16,4
P34919,8.62,12.10,100
P34920,15.09,21.02,7
P34921,8.39,11.78,5
P34927,15.09,21.02,10
P34928,11.5,16.07,10
P34932,4.32,6.16,50
P34934,9.68,13.56,50
P34936,20.85,28.97,10
P34937,20.85,28.97,10
P34938,20.85,28.97,0
P34940,13.12,18.31,100
P34941,11.5,16.07,10
P34942,11.5,16.07,50
P34947,13.9,19.38,4
P34950,20.25,28.14,8
P34951,16.68,23.22,10
P34952,16.68,23.22,10
P34956,11.84,16.54,10
P34959,11.13,15.56,10
P34960,12.59,17.57,50
P34962,9.72,13.61,10
P34967,6.13,8.66,10
P34968,8.31,11.67,0
P34973,7.06,9.94,6
P34974,7.74,10.88,50
P34975,7.74,10.88,10
P34976,7.74,10.88,9
P34977,7.74,10.88,100
P34978,13.12,18.31,0
P34987,4.95,7.03,10
P34988,4.95,7.03,10
P34995,38.36,53.14,9
P35001,30.67,42.52,50
P35002,30.67,42.52,50
P35003,30.67,42.52,10
P35005,32.32,44.80,0
P35006,21.75,30.21,10
P35007,21.75,30.21,10
P35008,32.32,44.80,10
P35018,45.18,62.55,0
P35019,45.18,62.55,10
P35020,45.18,62.55,6
P35022,42.56,58.93,10
P35023,42.56,58.93,8
P35055,22.94,31.86,10
P35056,42.57,58.95,0
P35057,29.0,40.22,0
P35059,13.77,19.20,0
P35060,18.23,25.36,10
P35061,19.73,27.43,8
P35075,7.37,10.37,8
P35076,9.83,13.77,10
P35077,11.68,16.32,10
P35092,12.44,17.37,0
P35094,12.57,17.55,9
P35096,12.57,17.55,9
P35097,13.85,19.31,10
P35100,12.57,17.55,10
P35101,12.57,17.55,10
P35103,10.77,15.06,0
P35109,11.13,15.56,50
P35110,12.14,16.95,0
P35114,12.89,17.99,0
P35116,13.48,18.80,50
P35119,10.06,14.08,0
